Horodateur,Nom du créateur,corCrea,Nom de l'Évaluateur,corEval,Version du projet,"Aspect Technique: Qualité du Code (Lisibilité, structure, respect des standards)","Aspect Technique: Fonctionnalité et Robustesse (Absence de bugs majeurs, gestion des erreurs)","Aspect Design/UX: Interface Utilisateur (Attractivité, cohérence visuelle)","Aspect Design/UX: Expérience Utilisateur (Facilité de navigation, intuitivité)","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise HTML et sémantique]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise CSS et Responsive Design]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Complexité et efficacité du JavaScript (front-end)]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Utilisation de librairie ou framework (ex: React, Vue, Node.js)]",Innovation et Originalité du Projet,Points forts du projet,Suggestions d'amélioration,Pertinence des améliorations de la nouvelle version,Note Globale Recommandée (sur 20)
16/12/2025 18:22:01,calrifaii,calrifaii,lcruz-almeida,lcruz-almeida,3,4,4,4,4,Conforme,Conforme,Conforme,,7,,,8,13
16/12/2025 18:22:05,lcruz-almeida,lcruz-almeida,nali-333,nali-333,2,3,4,,,,,,,,,,,
16/12/2025 18:22:22,callmejeeh,callmejeeh,THAUT627,THAUT627,2,4,5,1,1,Conforme,Non Conforme,Conforme,Non Conforme,,,,,11
16/12/2025 18:22:24,lcruz-almeida,lcruz-almeida,nali-333,nali-333,3,4,4,,,,,,,,,,,
16/12/2025 18:22:25,lcruz-almeida,lcruz-almeida,kadiriilham634-del,kadiriilham634-del,2,4,3,,,,,,,,,,,
16/12/2025 18:22:37,carlrifaii,calrifaii,sakeenasn,sakeenasn,3,4,4,4,4,Conforme,Conforme,Conforme,,7,,,4,13
16/12/2025 18:22:41,calrifaii,calrifaii,lcruz-almeida,lcruz-almeida,4,4,4,5,5,Conforme,Conforme,Conforme,,8,,,8,14
16/12/2025 18:22:46,lizachikhaoui,lizachikhaoui, Haithem939 ,Haithem939,1,2,2,2,2,Conforme,Conforme,,,5,,,5,10
16/12/2025 18:22:47,lcruz-almeida,lcruz-almeida,nali-333,nali-333,4,4,4,,,,,,,,,,,
16/12/2025 18:23:01,carlrifaii,calrifaii,sakeenasn,sakeenasn,4,4,5,4,4,Conforme,Conforme,Conforme,,7,,,6,14
16/12/2025 18:23:10,lcruz-almeida,lcruz-almeida,nali-333,nali-333,5,4,5,,,,,,,,,,,
16/12/2025 18:23:21,lizachikhaoui,lizachikhaoui, Haithem939 ,Haithem939,2,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,6,,,6,11
16/12/2025 18:23:22,calrifaii,calrifaii,lcruz-almeida,lcruz-almeida,5,4,4,5,5,Conforme,Conforme,Conforme,,8,,,5,14
16/12/2025 18:23:28,carlrifaii,calrifaii,sakeenasn,sakeenasn,5,4,5,4,4,Conforme,Conforme,Conforme,Conforme,8,,,7,15
16/12/2025 18:23:35,callmejeeh,callmejeeh,THAUT627,THAUT627,3,4,2,1,1,Conforme,Non Conforme,Conforme,Non Conforme,,,,,10
16/12/2025 18:23:53,carlrifaii,calrifaii,sakeenasn,sakeenasn,6,5,5,4,5,Conforme,Conforme,Conforme,Conforme,7,,,6,16
16/12/2025 18:23:55,lcruz-almeida,lcruz-almeida,kadiriilham634-del,kadiriilham634-del,3,3,3,,,,,,,,,,,
16/12/2025 18:24:14,calrifaii,calrifaii,lcruz-almeida,lcruz-almeida,6,4,5,5,5,Conforme,Conforme,Conforme,,8,,,8,15
16/12/2025 18:24:23,THAUT627,THAUT627,kell2107,kell2107,1,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,11
16/12/2025 18:24:45,lcruz-almeida,lcruz-almeida,nali-333,nali-333,6,4,5,5,4,Conforme,Dépasse les attentes,Dépasse les attentes,,9,projet créatif,,,15
16/12/2025 18:25:23,lizachikhaoui,lizachikhaoui, Haithem939 ,Haithem939,3,2,3,3,3,Conforme,Conforme,Partiellement Conforme,,6,,,6,12
16/12/2025 18:25:47,calrifaii,calrifaii,nali-333,nali-333,1,3,3,,,,,,,,,,,
16/12/2025 18:25:49,callmejeeh,callmejeeh,THAUT627,THAUT627,4,4,3,4,3,Conforme,Non Conforme,Conforme,Non Conforme,,,,,10
16/12/2025 18:26:05,calrifaii,calrifaii,nali-333,nali-333,2,3,3,,,,,,,,,,,
16/12/2025 18:26:18,THAUT627,THAUT627,kell2107,kell2107,2,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,quelque bug d'affichage,,"11,5"
16/12/2025 18:26:22,calrifaii,calrifaii,nali-333,nali-333,3,4,3,,,,,,,,,,,
16/12/2025 18:26:40,calrifaii,calrifaii,nali-333,nali-333,4,4,4,,,,,,,,,,,
16/12/2025 18:26:46,lcruz-almeida,lcruz-almeida,kadiriilham634-del,kadiriilham634-del,5,4,5,,,,,,,,,,,
16/12/2025 18:26:56,calrifaii,calrifaii,nali333,nali-333,5,4,4,,,,,,,,,,,
16/12/2025 18:26:59,lizachikhaoui,lizachikhaoui, Haithem939 ,Haithem939,4,2,3,3,2,Conforme,Conforme,Conforme,,5,,,5,12
16/12/2025 18:27:17,THAUT627,THAUT627,kell2107,kell2107,3,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,12
16/12/2025 18:27:35,callmejeeh,callmejeeh,THAUT,THAUT627,5,4,4,3,2,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,13
16/12/2025 18:27:36,lcruz-almeida,lcruz-almeida,kadiriilham634-del,kadiriilham634-del,6,5,5,,,,,,,,,,,
16/12/2025 18:28:10,THAUT627,THAUT627,kell2107,kell2107,4,2,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,,13
16/12/2025 18:28:16,calrifaii,calrifaii,nali-333,nali-333,6,4,4,4,4,Conforme,Conforme,Dépasse les attentes,Conforme,9,créatif,un peu simple,,14
16/12/2025 18:28:30,lizachikhaoui,lizachikhaoui, Haithem939 ,Haithem939,5,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,5,,,6,13
16/12/2025 18:28:53,callmejeeh,callmejeeh,THAUT627,THAUT627,6,4,3,2,1,Conforme,Non Conforme,Conforme,Non Conforme,,,,,13
16/12/2025 18:28:54,THAUT627,THAUT627,kell2107,kell2107,5,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,"13,5"
16/12/2025 18:29:38,THAUT627,THAUT627,kell2107,kell2107,6,2,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,"13,5"
16/12/2025 18:29:41,lizachikhaoui,lizachikhaoui, Haithem939 ,Haithem939,6,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,7,,,7,13
16/12/2025 18:29:52,kada798,kada798,nali-333,nali-333,1,4,4,,,,,,,,,,,
16/12/2025 18:30:08,kada798,kada798,nali-333,nali-333,2,4,4,,,,,,,,,,,
16/12/2025 18:30:31,kada798 ,kada798,nali-333,nali-333,3,4,4,,,,,,,,,,,
16/12/2025 18:30:52,kada798 ,kada798,nali-333,nali-333,4,3,5,,,,,,,,,,,
16/12/2025 18:31:15,Juniorald,Juniorald,kell2107,kell2107,1,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,11
16/12/2025 18:31:16,lizachikhaoui,lizachikhaoui, Haithem939 ,Haithem939,6,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,6,,,6,14
16/12/2025 18:31:17,lizachikhaoui,lizachikhaoui,THAUT627,THAUT627,1,4,1,1,1,Partiellement Conforme,Non Conforme,Non Conforme,Partiellement Conforme,,,,,10
16/12/2025 18:31:27,kada798 ,kada798,nali-333,nali-333,5,3,4,,,,,,,,,,,
16/12/2025 18:31:39,calrifaii,calrifaii,kadiriilham634-del,kadiriilham634-del,1,4,4,,,,,,,,,,,
16/12/2025 18:31:57,Juniorald,Juniorald,kell2107,kell2107,2,2,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,"11,5"
16/12/2025 18:32:36,Juniorald,Juniorald,kell2107,kell2107,3,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,12
16/12/2025 18:32:53,kada798,kada798,nali-333,nali-333,6,3,5,5,3,Conforme,Conforme,Dépasse les attentes,,10,"créatif
bon design",compliqué,9,15
16/12/2025 18:32:53,calrifaii,calrifaii,kadiriilham634-del,kadiriilham634-del,2,4,5,,,,,,,,,,,
16/12/2025 18:33:26,Juniorald,Juniorald,kell2107,kell2107,4,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,13
16/12/2025 18:33:35,lizachikhaoui,lizachikhaoui,THAUT627,THAUT627,2,4,4,3,1,Conforme,Non Conforme,Conforme,Non Conforme,,,,,11
16/12/2025 18:34:13,calrifaii,calrifaii,kadiriilham634-del,kadiriilham634-del,3,4,5,,,,,,,,,,,
16/12/2025 18:34:23,Juniorald,Juniorald,kell2107,kell2107,5,2,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,"13,5"
16/12/2025 18:34:31,Juniorald,Juniorald,Liline96,Liline96,1,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,9,Mignon,,,15
16/12/2025 18:34:34,Juniorald,Juniorald,Liline96,Liline96,2,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,
16/12/2025 18:34:48,Juniorald,Juniorald,Liline96,Liline96,3,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,
16/12/2025 18:34:50,Wafa258,wafa258, Haithem939 ,Haithem939,1,2,2,2,2,Conforme,Conforme,Partiellement Conforme,,5,,,4,11
16/12/2025 18:35:06,Juniorald,Juniorald,kell2107,kell2107,6,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,14
16/12/2025 18:35:08,Juniorald,Juniorald,Liline96,Liline96,4,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,
16/12/2025 18:35:20,Juniorald,Juniorald,Liline96,Liline96,5,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,
16/12/2025 18:35:40,Juniorald,Juniorald,Liline96,Liline96,6,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,"Bravo pour les explications des consignes, l'évolution",,,18
16/12/2025 18:35:41,lizachikhaoui,lizachikhaoui,THAUT627,THAUT627,3,4,4,2,1,Partiellement Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,13
16/12/2025 18:35:42,Wafa258,wafa258, Haithem939 ,Haithem939,2,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,5,,,5,11
16/12/2025 18:36:11,calrifaii,calrifaii,kadiriilham634-del,kadiriilham634-del,4,4,5,,,,,,,,,,,
16/12/2025 18:36:46,lizachikhaoui,lizachikhaoui,THAUT627,THAUT627,4,4,2,2,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,,,,,13
16/12/2025 18:36:46,Wafa258,wafa258, Haithem939 ,Haithem939,3,3,3,3,3,Conforme,Conforme,Conforme,,6,,,6,12
16/12/2025 18:37:22,Wafa258,wafa258, Haithem939 ,Haithem939,4,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,6,,,6,"12,5"
16/12/2025 18:38:16,calrifaii,calrifaii,kadiriilham634-del,kadiriilham634-del,5,4,4,,,,,,,,,,,
16/12/2025 18:38:18,Wafa258,wafa258, Haithem939 ,Haithem939,5,3,3,,,,,,,,,,,13
16/12/2025 18:39:05,Wafa258,wafa258, Haithem939 ,Haithem939,4,3,3,3,3,,,,,,,,,13
16/12/2025 18:39:09,lizachikhaoui,lizachikhaoui,THAUT627,THAUT627,5,4,2,3,3,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,14
16/12/2025 18:39:23,calrifaii,calrifaii,kadiriilham634-del,kadiriilham634-del,6,4,4,,,,,,,,,,,
16/12/2025 18:40:30,lizachikhaoui,lizachikhaoui,THAUT627,THAUT627,6,4,4,4,4,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,14
16/12/2025 18:41:13,Wafa258,wafa258, Haithem939 ,Haithem939,6,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,,,,,15
16/12/2025 18:42:35,callmejeeh,callmejeeh,Liline96,Liline96,1,5,5,5,5,Conforme,Conforme,Conforme,Conforme,9,,,8,14
16/12/2025 18:42:35,wafa258,wafa258,THAUT627,THAUT627,1,4,4,4,4,Conforme,Conforme,Conforme,Conforme,,,,,13
16/12/2025 18:43:09,callmejeeh,callmejeeh,kell2107,kell2107,1,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,10
16/12/2025 18:43:27,callmejeeh,callmejeeh,Liline96,Liline96,2,5,2,,,,,,,,,Rien ne s'affiche ,,
16/12/2025 18:43:45,callmejeeh,callmejeeh,kell2107,kell2107,2,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,"10,5"
16/12/2025 18:44:31,callmejeeh,callmejeeh,kell2107,kell2107,3,2,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,12
16/12/2025 18:45:07,kada798,kada798, Haithem939 ,Haithem939,1,1,3,3,3,,,,,,,,,11
16/12/2025 18:45:35,wafa258,wafa258,THAUT627,THAUT627,2,4,4,4,4,Conforme,Conforme,Conforme,Conforme,,,,,15
16/12/2025 18:45:39,callmejeeh,callmejeeh,Liline96,Liline96,3,4,4,4,4,,,,,,,,,
16/12/2025 18:45:39,callmejeeh,callmejeeh,kell2107,kell2107,4,2,3,3,3,Partiellement Conforme,Partiellement Conforme,,Partiellement Conforme,,,,,12
16/12/2025 18:46:09,kada798,kada798, Haithem939 ,Haithem939,2,2,3,3,3,Conforme,Conforme,Conforme,,,,,,12
16/12/2025 18:46:30,callmejeeh,callmejeeh,kell2107,kell2107,5,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,12
16/12/2025 18:46:48,kada798,kada798, Haithem939 ,Haithem939,3,3,3,3,3,,,,,,,,,"12,5"
16/12/2025 18:47:09,callmejeeh,callmejeeh,kell2107,kell2107,6,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,14
16/12/2025 18:47:13,kada798,kada798, Haithem939 ,Haithem939,4,3,3,,,,,,,,,,,13
16/12/2025 18:47:32,wafa258,wafa258,THAUT627,THAUT627,3,4,4,4,4,Conforme,Dépasse les attentes,Conforme,Conforme,,,,,15
16/12/2025 18:47:48,kada798,kada798, Haithem939 ,Haithem939,5,3,3,3,,,,,,,,,,13
16/12/2025 18:49:06,kada798,kada798, Haithem939 ,Haithem939,6,3,3,,,,,,,,,,,"13,5"
16/12/2025 18:49:23,callmejeeh,callmejeeh,Liline96,Liline96,6,5,2,5,3,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,12
16/12/2025 18:49:36,kada798,kada798, Haithem939 ,Haithem939,6,3,3,3,3,,,,,,,,,14
16/12/2025 18:49:37,callmejeeh,callmejeeh,Liline96,Liline96,5,5,3,,,,,,,,,,,
16/12/2025 18:50:01,callmejeeh,callmejeeh,Liline96,Liline96,4,5,5,,,,,,,,,,,
16/12/2025 18:50:15,wafa258,wafa258,THAUT627,THAUT627,4,4,3,3,3,Conforme,Partiellement Conforme,Conforme,Conforme,,,,,15
16/12/2025 18:52:54,nali-333,nali-333, Haithem939 ,Haithem939,3,2,3,3,3,Partiellement Conforme,,,,5,,,,10
16/12/2025 18:53:24,wafa258,wafa258,THAUT627,THAUT627,5,4,3,3,3,Conforme,Partiellement Conforme,Conforme,Conforme,,,,,16
16/12/2025 18:54:04,nali-333,nali-333, Haithem939 ,Haithem939,2,2,2,3,3,,,,,,,,,11
16/12/2025 18:54:58,wafa258,wafa258,THAUT627,THAUT627,6,4,4,3,3,Conforme,Partiellement Conforme,Conforme,Conforme,,,,,16
16/12/2025 18:55:08,nali-333,nali-333, Haithem939 ,Haithem939,3,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,5,,,5,12
16/12/2025 18:56:50,nali-333,nali-333, Haithem939 ,Haithem939,4,3,4,4,,,,,,,,,,12
16/12/2025 18:57:43,nali-333,nali-333, Haithem939 ,Haithem939,5,3,4,4,,,,,,,,,,13
16/12/2025 18:58:17,kada798,kada798,THAUT627,THAUT627,1,3,1,1,1,Conforme,Non Conforme,Conforme,Conforme,,,,,10
16/12/2025 18:58:17,nali-333,nali-333, Haithem939 ,Haithem939,6,3,4,,,,,,,,,,,13
16/12/2025 18:58:58,nali-333,nali-333, Haithem939 ,Haithem939,6,4,4,,,,,,,,,,,15
16/12/2025 19:00:43,kada798,kada798,THAUT627,THAUT627,2,2,1,1,1,Conforme,Non Conforme,Dépasse les attentes,Conforme,,,,,10
16/12/2025 19:02:38,lcruz-almeida,lcruz-almeida, Haithem939 ,Haithem939,1,3,3,,,,,,,,,,,10
16/12/2025 19:03:12,lcruz-almeida,lcruz-almeida, Haithem939 ,Haithem939,2,3,3,,,,,,,,,,,11
16/12/2025 19:03:55,lcruz-almeida,lcruz-almeida, Haithem939 ,Haithem939,3,3,3,,,,,,,,,,,11
16/12/2025 19:04:04,kada798,kada798,THAUT627,THAUT627,3,3,1,1,1,Conforme,Non Conforme,Dépasse les attentes,Conforme,,,,,10
16/12/2025 19:04:34,lcruz-almeida,lcruz-almeida, Haithem939 ,Haithem939,4,3,3,,,,,,,,,,,12
16/12/2025 19:05:14,lcruz-almeida,lcruz-almeida, Haithem939 ,Haithem939,5,3,3,,,,,,,,,,,12
16/12/2025 19:05:21,lizachikhaoui,lizachikhaoui,Liline96,Liline96,1,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,9,Bon projet,Un mode sombre,,15
16/12/2025 19:05:59,lcruz-almeida,lcruz-almeida, Haithem939 ,Haithem939,6,3,3,,,,,,,,,,,13
16/12/2025 19:06:34,lcruz-almeida,lcruz-almeida, Haithem939 ,Haithem939,6,4,4,,,,,,,,,,,15
16/12/2025 19:06:37,kada798,kada798,THAUT627,THAUT627,4,1,1,1,1,Conforme,Non Conforme,Dépasse les attentes,Conforme,,,,,10
16/12/2025 19:07:22,lizachikhaoui,lizachikhaoui,Liline96,Liline96,2,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,10,,,,
16/12/2025 19:09:19,calrifaii,calrifaii, Haithem939 ,Haithem939,1,2,2,,,,,,,,,,,10
16/12/2025 19:09:56,kada798,kada798,THAUT627,THAUT627,5,1,1,1,1,Non Conforme,Non Conforme,Non Conforme,Non Conforme,,,,,10
16/12/2025 19:10:15,lizachikhaoui,lizachikhaoui,Liline96,Liline96,3,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,,
16/12/2025 19:10:32,calrifaii,calrifaii, Haithem939 ,Haithem939,2,3,3,3,,,,,,,,,,11
16/12/2025 19:10:46,lizachikhaoui,lizachikhaoui,Liline96,Liline96,4,5,5,,,,,,,,,,,
16/12/2025 19:10:58,calrifaii,calrifaii, Haithem939 ,Haithem939,3,3,3,,,,,,,,,,,12
16/12/2025 19:10:59,kada798,kada798,THAUT627,THAUT627,6,3,1,1,1,Conforme,Non Conforme,Dépasse les attentes,Conforme,,,,,10
16/12/2025 19:11:04,lizachikhaoui,lizachikhaoui,Liline96,Liline96,5,4,4,,,Conforme,Conforme,Conforme,Conforme,,,,,
16/12/2025 19:12:31,calrifaii,calrifaii, Haithem939 ,Haithem939,3,3,3,,,,,,,,,,,12
16/12/2025 19:13:30,calrifaii,calrifaii, Haithem939 ,Haithem939,5,3,3,4,,,,,,,,,,13
16/12/2025 19:13:33,nali-333,nali-333,THAUT627,THAUT627,1,2,4,3,3,Conforme,Conforme,Conforme,Conforme,,,,,12
16/12/2025 19:14:16,lizachikhaoui,lizachikhaoui,Liline96,Liline96,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,"Super évolution, très précis, utile.",,,17
16/12/2025 19:14:53,nali-333,nali-333,THAUT627,THAUT627,2,3,4,4,4,,,,,,,,,13
16/12/2025 19:15:00,calrifaii,calrifaii, Haithem939 ,Haithem939,6,5,5,5,,,,,,,,,,13
16/12/2025 19:15:52,calrifaii,calrifaii, Haithem939 ,Haithem939,6,3,3,,,,,,,,,,,15
16/12/2025 19:16:08,nali-333,nali-333,THAUT627,THAUT627,3,2,3,3,3,,,,,,,,,13
16/12/2025 19:19:22,nali-333,nali-333,THAUT627,THAUT627,4,3,3,3,3,Conforme,,Conforme,Conforme,,,,,13
16/12/2025 19:20:58,nali-333,nali-333,THAUT627,THAUT627,5,3,1,3,3,Conforme,Partiellement Conforme,Conforme,Conforme,,,,,13
16/12/2025 19:22:07,nali-333,nali-333,THAUT627,THAUT627,6,3,3,3,3,Conforme,Partiellement Conforme,Conforme,Conforme,,,,,13
16/12/2025 19:22:23,wafa258,wafa258,Liline96,Liline96,1,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,9,Original,Des niveaux,,15
16/12/2025 19:22:24,wafa258,wafa258,Liline96,Liline96,2,5,5,4,5,Dépasse les attentes,Conforme,Conforme,Conforme,,Ajouter des scores ,"Ajouter des scores, améliorer l'affichage des emotes",,"15,5"
16/12/2025 19:23:52,lcruz-almeida,lcruz-almeida,THAUT627,THAUT627,1,4,3,2,1,Conforme,Conforme,Conforme,Conforme,,,,,12
16/12/2025 19:25:13,lcruz-almeida,lcruz-almeida,THAUT627,THAUT627,2,3,3,2,2,Conforme,Partiellement Conforme,Conforme,Conforme,,,,,13
16/12/2025 19:26:49,lcruz-almeida,lcruz-almeida,THAUT627,THAUT627,3,3,3,3,3,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,13
16/12/2025 19:27:29,lcruz-almeida,lcruz-almeida,THAUT627,THAUT627,3,3,3,3,2,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,13
16/12/2025 19:27:33,wafa258,wafa258,Liline96,Liline96,4,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,"17,5"
16/12/2025 19:27:39,wafa258,wafa258,Liline96,Liline96,3,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,L'amélioration de l'affichage,,,16
16/12/2025 19:28:23,lcruz-almeida,lcruz-almeida,THAUT627,THAUT627,5,3,2,2,2,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,13
16/12/2025 19:29:46,lcruz-almeida,lcruz-almeida,THAUT627,THAUT627,6,3,3,3,3,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,14
16/12/2025 19:30:23,wafa258,wafa258,Liline96,Liline96,5,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,"17,5"
16/12/2025 19:30:29,wafa258,wafa258,Liline96,Liline96,6,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,,,,,18
16/12/2025 19:31:56,calrifaii,calrifaii,THAUT627,THAUT627,1,4,3,3,3,Conforme,Conforme,Dépasse les attentes,Conforme,,,,,12
16/12/2025 19:32:05,Shelbyz1,Shelbyz1,Liline96,Liline96,1,1,1,1,1,Non Conforme,Non Conforme,Non Conforme,Non Conforme,1,,,1,0
16/12/2025 19:33:04,lizachikhaoui,lizachikhaoui,kell2107,kell2107,1,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,11
16/12/2025 19:33:06,Shelbyz1,Shelbyz1,Liline96,Liline96,2,1,1,1,1,Non Conforme,Non Conforme,Non Conforme,Non Conforme,1,0,TOUT,1,0
16/12/2025 19:33:23,Shelbyz1,Shelbyz1,Liline96,Liline96,3,1,1,1,1,Non Conforme,Non Conforme,Non Conforme,Non Conforme,1,,,,0
16/12/2025 19:33:29,lizachikhaoui,lizachikhaoui,kell2107,kell2107,2,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,11
16/12/2025 19:33:38,calrifaii,calrifaii,THAUT627,THAUT627,2,3,3,3,3,Conforme,Non Conforme,Dépasse les attentes,Conforme,,,,,12
16/12/2025 19:33:46,Shelbyz1,Shelbyz1,Liline96,Liline96,4,1,1,1,1,Non Conforme,Non Conforme,Non Conforme,Non Conforme,1,0,,1,0
16/12/2025 19:33:57,Shelbyz1,Shelbyz1,Liline96,Liline96,5,1,1,1,1,Non Conforme,Non Conforme,Non Conforme,Non Conforme,1,,,,0
16/12/2025 19:34:16,Shelbyz1,Shelbyz1,Liline96,Liline96,6,1,1,1,1,Non Conforme,Non Conforme,Non Conforme,Non Conforme,1,,,1,0
16/12/2025 19:34:22,calrifaii,calrifaii,THAUT,THAUT627,3,4,3,3,3,Conforme,Conforme,Dépasse les attentes,Conforme,,,,,14
16/12/2025 19:36:08,calrifaii,calrifaii,THAUT627,THAUT627,4,4,4,3,3,Conforme,Conforme,Dépasse les attentes,Conforme,,,,,14
16/12/2025 19:37:21,calrifaii,calrifaii,THAUT627,THAUT627,5,4,3,3,3,Conforme,Conforme,Dépasse les attentes,Conforme,,,,,14
16/12/2025 19:38:04,calrifaii,calrifaii,THAUT,THAUT627,6,4,4,3,3,Conforme,Conforme,Dépasse les attentes,Conforme,,,,,15
16/12/2025 19:50:07,lizachikhaoui,lizachikhaoui,kell2107,kell2107,3,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,13
16/12/2025 19:50:58,kada798,kada798,Liline96,Liline96,1,5,4,4,3,Conforme,Conforme,Conforme,Conforme,10,Bon début.,Ajouter un responsive ,10,13
16/12/2025 19:52:26,lizachikhaoui,lizachikhaoui,kell2107,kell2107,2,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,"13,5"
16/12/2025 19:55:38,lizachikhaoui,lizachikhaoui,kell2107,kell2107,5,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,"13,5"
16/12/2025 19:56:13,lizachikhaoui,lizachikhaoui,kell2107,kell2107,6,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,14
16/12/2025 20:00:19,wafa258,wafa258,kell2107,kell2107,1,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,11
16/12/2025 20:01:57,wafa258,wafa258,kell2107,kell2107,2,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,12
16/12/2025 20:02:24,kada798,kada798,Liline96,Liline96,3,5,3,3,2,Conforme,Conforme,Conforme,Conforme,10,C'est original et une bonne idée de base ,La réalisation laisse à désirer à cause de l'affichage et de l'impossibilité de faire retour.,,10
16/12/2025 20:02:59,wafa258,wafa258,kell2107,kell2107,3,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,,13
16/12/2025 20:03:47,wafa258,wafa258,kell2107,kell2107,4,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,13
16/12/2025 20:04:31,kada798,kada798,Liline96,Liline96,4,3,2,3,3,Conforme,Conforme,Conforme,Conforme,,"La narration, les boutons fonctionnent bien, le DA",La navigation et l'amélioration du gameplay,,11
